doc_no,company_code,fisc_year,line_no,post_date,doc_date,fisc_month,acc_code,acc_name,acc_type,amount,dc_indicator,counterparty,department,description,doc_type,reversal_yn,reversal_ref,_post_year,_post_month,_post_day,_post_weekday,_post_quarter,_is_weekend,_fisc_month_int,_debit,_credit,_amount,_is_pl,_is_reversal_flag,_flag_weekend,_flag_reversal,_flag_out_of_period,_flag_duplicate
90000009,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),16.28,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,16.28,0,16.28,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000010,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,2.1,0,2.1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000011,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),6.83,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,6.83,0,6.83,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000012,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,2.1,0,2.1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000013,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),94.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,94.5,0,94.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000014,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),21,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,21,0,21,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000062,C001,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),3938,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,3938,0,3938,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000021,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,10.5,0,10.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000023,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),5.25,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,5.25,0,5.25,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000025,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),42,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,42,0,42,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000026,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,10.5,0,10.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000027,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),9.45,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,9.45,0,9.45,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000028,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),4.2,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,4.2,0,4.2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000029,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),52.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,52.5,0,52.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000063,C001,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),9845,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,9845,0,9845,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000004,C002,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),4200,차변(Debit),US01 I/C Customer,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,4200,0,4200,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000064,C001,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,2,Wednesday,1,FALSE,2,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000005,C002,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),2100,차변(Debit),US01 I/C Customer,,,청구서검증,해당없음,,2022,2,2,Wednesday,1,FALSE,2,2100,0,2100,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000065,C001,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,2,Wednesday,1,FALSE,2,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000006,C002,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),2100,차변(Debit),US01 I/C Customer,,,청구서검증,해당없음,,2022,2,2,Wednesday,1,FALSE,2,2100,0,2100,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000066,C001,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,2,Wednesday,1,FALSE,2,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000007,C002,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),2100,차변(Debit),US01 I/C Customer,,,청구서검증,해당없음,,2022,2,2,Wednesday,1,FALSE,2,2100,0,2100,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000011,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000003,2022,2,3,Thursday,1,FALSE,2,6912,0,6912,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000067,C001,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),7876,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,3,Thursday,1,FALSE,2,7876,0,7876,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000008,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000000,2022,2,3,Thursday,1,FALSE,2,6912,0,6912,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000009,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000001,2022,2,3,Thursday,1,FALSE,2,6912,0,6912,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000010,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000002,2022,2,3,Thursday,1,FALSE,2,6912,0,6912,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000012,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,차변(Debit),US01 I/C Customer,,,청구서검증,해당없음,,2022,2,3,Thursday,1,FALSE,2,6912,0,6912,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000068,C001,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3938,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,7,Monday,1,FALSE,2,3938,0,3938,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000013,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000004,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000069,C001,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),1683,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,7,Monday,1,FALSE,2,1683,0,1683,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000014,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000005,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000015,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000006,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000016,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000007,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000017,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000008,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000018,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000009,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000019,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000010,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000020,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000011,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000021,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000012,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000022,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000013,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000023,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000014,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000024,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000015,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000025,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000016,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000029,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000019,2022,2,10,Thursday,1,FALSE,2,2400,0,2400,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000030,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000020,2022,2,10,Thursday,1,FALSE,2,2400,0,2400,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000031,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,차변(Debit),US01 I/C Customer,,,청구서검증,해당없음,,2022,2,10,Thursday,1,FALSE,2,2400,0,2400,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000071,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1969,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,10,Thursday,1,FALSE,2,1969,0,1969,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000032,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1600,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000021,2022,2,10,Thursday,1,FALSE,2,1600,0,1600,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000033,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1600,차변(Debit),US01 I/C Customer,,,청구서검증,해당없음,,2022,2,10,Thursday,1,FALSE,2,1600,0,1600,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000026,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,차변(Debit),US01 I/C Customer,,,청구서검증,해당없음,,2022,2,7,Monday,1,FALSE,2,3456,0,3456,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000070,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2953.5,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,10,Thursday,1,FALSE,2,2953.5,0,2953.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000027,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000017,2022,2,10,Thursday,1,FALSE,2,2400,0,2400,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000028,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000018,2022,2,10,Thursday,1,FALSE,2,2400,0,2400,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000038,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),176,차변(Debit),Customer-Los Angeles,,,청구서검증,해당없음,,2022,2,10,Thursday,1,FALSE,2,176,0,176,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000074,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),144,차변(Debit),US02 I/C Customer,,,청구서검증,해당없음,,2022,2,10,Thursday,1,FALSE,2,144,0,144,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000072,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1969,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,10,Thursday,1,FALSE,2,1969,0,1969,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000034,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1600,차변(Debit),US01 I/C Customer,,,청구서검증,역분개,100000022,2022,2,10,Thursday,1,FALSE,2,1600,0,1600,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000073,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),984.5,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,10,Thursday,1,FALSE,2,984.5,0,984.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000035,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),800,차변(Debit),US01 I/C Customer,,,청구서검증,해당없음,,2022,2,10,Thursday,1,FALSE,2,800,0,800,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000036,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),220,차변(Debit),Customer-Los Angeles,,,청구서검증,해당없음,,2022,2,10,Thursday,1,FALSE,2,220,0,220,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000037,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),220,차변(Debit),Customer-Los Angeles,,,청구서검증,역분개,100000023,2022,2,10,Thursday,1,FALSE,2,220,0,220,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000039,C002,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),132,차변(Debit),Customer-Los Angeles,,,청구서검증,해당없음,,2022,2,14,Monday,1,FALSE,2,132,0,132,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000075,C001,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),108,차변(Debit),US02 I/C Customer,,,청구서검증,해당없음,,2022,2,14,Monday,1,FALSE,2,108,0,108,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000076,C001,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),984.5,차변(Debit),Customer-Las Vegas,,,청구서검증,해당없음,,2022,2,14,Monday,1,FALSE,2,984.5,0,984.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000040,C002,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),800,차변(Debit),US01 I/C Customer,,,청구서검증,해당없음,,2022,2,14,Monday,1,FALSE,2,800,0,800,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000031,C004,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),10710,차변(Debit),customer-Berlin,,,청구서검증,해당없음,,2022,2,17,Thursday,1,FALSE,2,10710,0,10710,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000034,C003,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),13500,차변(Debit),Customer-Fredericton,,,청구서검증,해당없음,,2022,2,17,Thursday,1,FALSE,2,13500,0,13500,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000031,C005,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),94.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,17,Thursday,1,FALSE,2,94.5,0,94.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000077,C001,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,2,17,Thursday,1,FALSE,2,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000019,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),115.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,115.5,0,115.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000025,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),42,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,42,0,42,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000026,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,10.5,0,10.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000000,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),18.38,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,18.38,0,18.38,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000001,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),8.93,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,8.93,0,8.93,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000003,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),20.48,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,20.48,0,20.48,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000005,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),11.03,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,11.03,0,11.03,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000007,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),136.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,136.5,0,136.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000009,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),16.28,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,16.28,0,16.28,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000010,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,2.1,0,2.1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000011,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),6.83,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,6.83,0,6.83,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000012,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,2.1,0,2.1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000014,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),21,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,21,0,21,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000015,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),18.38,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,18.38,0,18.38,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000017,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),8.93,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,8.93,0,8.93,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000021,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,10.5,0,10.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000023,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),5.25,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,5.25,0,5.25,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000027,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),9.45,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,9.45,0,9.45,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000028,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),4.2,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,4.2,0,4.2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000029,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),52.5,차변(Debit),customer-JP-JAPAN,,,청구서검증,해당없음,,2022,2,1,Tuesday,1,FALSE,2,52.5,0,52.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000078,C001,2022,1,2022-02-21,2022-02-21,02월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec-Return,,,청구서검증,해당없음,,2022,2,21,Monday,1,FALSE,2,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000079,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec-Debit,,,청구서검증,해당없음,,2022,2,22,Tuesday,1,FALSE,2,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000080,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),440,차변(Debit),Customer-Las Vegas,,,청구서검증,역분개,100000009,2022,2,22,Tuesday,1,FALSE,2,440,0,440,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
90000081,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec-Debit,,,청구서검증,해당없음,,2022,2,22,Tuesday,1,FALSE,2,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000082,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),4372.5,차변(Debit),Customer-Elec-Credit,,,청구서검증,해당없음,,2022,2,22,Tuesday,1,FALSE,2,4372.5,0,4372.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000078,C001,2022,1,2022-02-21,2022-02-21,02월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec-Return,,,청구서검증,해당없음,,2022,2,21,Monday,1,FALSE,2,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
