전표번호,회사코드,회계연도,라인번호,전기일,증빙일,회계월,계정코드,계정명,계정속성(BS/PL),통합순금액(Net),통합거래처명,원가센터명(부서명),적요,전표성격,역분개여부,역분개참조번호
90000000,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),18.38,customer-JP-JAPAN,,,청구서검증,해당없음,
90000001,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),8.93,customer-JP-JAPAN,,,청구서검증,해당없음,
90000002,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),115.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000003,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),20.48,customer-JP-JAPAN,,,청구서검증,해당없음,
90000005,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),11.03,customer-JP-JAPAN,,,청구서검증,해당없음,
90000007,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),136.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000009,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),16.28,customer-JP-JAPAN,,,청구서검증,해당없음,
90000010,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,customer-JP-JAPAN,,,청구서검증,해당없음,
90000011,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),6.83,customer-JP-JAPAN,,,청구서검증,해당없음,
90000012,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,customer-JP-JAPAN,,,청구서검증,해당없음,
90000013,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),94.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000014,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),21,customer-JP-JAPAN,,,청구서검증,해당없음,
90000062,C001,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),3938,Customer-Las Vegas,,,청구서검증,해당없음,
90000021,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000023,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),5.25,customer-JP-JAPAN,,,청구서검증,해당없음,
90000025,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),42,customer-JP-JAPAN,,,청구서검증,해당없음,
90000026,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000027,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),9.45,customer-JP-JAPAN,,,청구서검증,해당없음,
90000028,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),4.2,customer-JP-JAPAN,,,청구서검증,해당없음,
90000029,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),52.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000063,C001,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),9845,Customer-Las Vegas,,,청구서검증,해당없음,
90000004,C002,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),4200,US01 I/C Customer,,,청구서검증,해당없음,
90000064,C001,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000005,C002,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),2100,US01 I/C Customer,,,청구서검증,해당없음,
90000065,C001,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000006,C002,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),2100,US01 I/C Customer,,,청구서검증,해당없음,
90000066,C001,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000007,C002,2022,1,2022-02-02,2022-02-02,02월,121000,Unfinished products,손익계산서(PL),2100,US01 I/C Customer,,,청구서검증,해당없음,
90000011,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,US01 I/C Customer,,,청구서검증,역분개,100000003
90000067,C001,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),7876,Customer-Las Vegas,,,청구서검증,해당없음,
90000008,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,US01 I/C Customer,,,청구서검증,역분개,100000000
90000009,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,US01 I/C Customer,,,청구서검증,역분개,100000001
90000010,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,US01 I/C Customer,,,청구서검증,역분개,100000002
90000012,C002,2022,1,2022-02-03,2022-02-03,02월,121000,Unfinished products,손익계산서(PL),6912,US01 I/C Customer,,,청구서검증,해당없음,
90000068,C001,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3938,Customer-Las Vegas,,,청구서검증,해당없음,
90000013,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000004
90000069,C001,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),1683,Customer-Las Vegas,,,청구서검증,해당없음,
90000014,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000005
90000015,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000006
90000016,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000007
90000017,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000008
90000018,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000009
90000019,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000010
90000020,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000011
90000021,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000012
90000022,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000013
90000023,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000014
90000024,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000015
90000025,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,역분개,100000016
90000029,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,US01 I/C Customer,,,청구서검증,역분개,100000019
90000030,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,US01 I/C Customer,,,청구서검증,역분개,100000020
90000031,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,US01 I/C Customer,,,청구서검증,해당없음,
90000071,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1969,Customer-Las Vegas,,,청구서검증,해당없음,
90000032,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1600,US01 I/C Customer,,,청구서검증,역분개,100000021
90000033,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1600,US01 I/C Customer,,,청구서검증,해당없음,
90000026,C002,2022,1,2022-02-07,2022-02-07,02월,121000,Unfinished products,손익계산서(PL),3456,US01 I/C Customer,,,청구서검증,해당없음,
90000070,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2953.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000027,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,US01 I/C Customer,,,청구서검증,역분개,100000017
90000028,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),2400,US01 I/C Customer,,,청구서검증,역분개,100000018
90000038,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),176,Customer-Los Angeles,,,청구서검증,해당없음,
90000074,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),144,US02 I/C Customer,,,청구서검증,해당없음,
90000072,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1969,Customer-Las Vegas,,,청구서검증,해당없음,
90000034,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),1600,US01 I/C Customer,,,청구서검증,역분개,100000022
90000073,C001,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),984.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000035,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),800,US01 I/C Customer,,,청구서검증,해당없음,
90000036,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),220,Customer-Los Angeles,,,청구서검증,해당없음,
90000037,C002,2022,1,2022-02-10,2022-02-10,02월,121000,Unfinished products,손익계산서(PL),220,Customer-Los Angeles,,,청구서검증,역분개,100000023
90000039,C002,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),132,Customer-Los Angeles,,,청구서검증,해당없음,
90000075,C001,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),108,US02 I/C Customer,,,청구서검증,해당없음,
90000076,C001,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),984.5,Customer-Las Vegas,,,청구서검증,해당없음,
90000040,C002,2022,1,2022-02-14,2022-02-14,02월,121000,Unfinished products,손익계산서(PL),800,US01 I/C Customer,,,청구서검증,해당없음,
90000031,C004,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),10710,customer-Berlin,,,청구서검증,해당없음,
90000034,C003,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),13500,Customer-Fredericton,,,청구서검증,해당없음,
90000031,C005,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),94.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000077,C001,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Elec,,,청구서검증,해당없음,
90000019,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),115.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000025,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),42,customer-JP-JAPAN,,,청구서검증,해당없음,
90000026,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000000,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),18.38,customer-JP-JAPAN,,,청구서검증,해당없음,
90000001,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),8.93,customer-JP-JAPAN,,,청구서검증,해당없음,
90000003,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),20.48,customer-JP-JAPAN,,,청구서검증,해당없음,
90000005,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),11.03,customer-JP-JAPAN,,,청구서검증,해당없음,
90000007,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),136.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000009,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),16.28,customer-JP-JAPAN,,,청구서검증,해당없음,
90000010,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,customer-JP-JAPAN,,,청구서검증,해당없음,
90000011,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),6.83,customer-JP-JAPAN,,,청구서검증,해당없음,
90000012,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),2.1,customer-JP-JAPAN,,,청구서검증,해당없음,
90000014,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),21,customer-JP-JAPAN,,,청구서검증,해당없음,
90000015,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),18.38,customer-JP-JAPAN,,,청구서검증,해당없음,
90000017,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),8.93,customer-JP-JAPAN,,,청구서검증,해당없음,
90000021,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),10.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000023,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),5.25,customer-JP-JAPAN,,,청구서검증,해당없음,
90000027,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),9.45,customer-JP-JAPAN,,,청구서검증,해당없음,
90000028,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),4.2,customer-JP-JAPAN,,,청구서검증,해당없음,
90000029,C005,2022,1,2022-02-01,2022-02-01,02월,121000,Unfinished products,손익계산서(PL),52.5,customer-JP-JAPAN,,,청구서검증,해당없음,
90000078,C001,2022,1,2022-02-21,2022-02-21,02월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Elec-Return,,,청구서검증,해당없음,
90000079,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),5472.5,Customer-Elec-Debit,,,청구서검증,해당없음,
90000080,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),440,Customer-Las Vegas,,,청구서검증,역분개,100000009
90000081,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),550,Customer-Elec-Debit,,,청구서검증,해당없음,
90000082,C001,2022,1,2022-02-22,2022-02-22,02월,121000,Unfinished products,손익계산서(PL),4372.5,Customer-Elec-Credit,,,청구서검증,해당없음,
90000078,C001,2022,1,2022-02-21,2022-02-21,02월,121000,Unfinished products,손익계산서(PL),4922.5,Customer-Elec-Return,,,청구서검증,해당없음,
90000086,C001,2022,1,2022-02-23,2022-02-23,02월,121000,Unfinished products,손익계산서(PL),3300,customer-Louisiana,,,청구서검증,해당없음,
90000084,C001,2022,1,2022-02-23,2022-02-23,02월,121000,Unfinished products,손익계산서(PL),4372.5,Customer-Georgia,,,청구서검증,해당없음,
90000085,C001,2022,1,2022-02-23,2022-02-23,02월,121000,Unfinished products,손익계산서(PL),550,Customer-Georgia,,,청구서검증,해당없음,
90000087,C001,2022,1,2022-02-28,2022-02-28,02월,121000,Unfinished products,손익계산서(PL),660,Customer-Las Vegas,,,청구서검증,역분개,100000010
90000088,C001,2022,1,2022-02-28,2022-02-28,02월,121000,Unfinished products,손익계산서(PL),990,Customer-Las Vegas,,,청구서검증,역분개,100000011
90000090,C001,2022,1,2022-03-03,2022-03-03,03월,121000,Unfinished products,손익계산서(PL),110,Customer-California,,,청구서검증,해당없음,
90000091,C001,2022,1,2022-03-04,2022-03-04,03월,121000,Unfinished products,손익계산서(PL),110,Customer-California,,,청구서검증,해당없음,
90000093,C001,2022,1,2022-03-04,2022-03-04,03월,121000,Unfinished products,손익계산서(PL),110,Customer-California,,,청구서검증,해당없음,
90000094,C001,2022,1,2022-03-04,2022-03-04,03월,121000,Unfinished products,손익계산서(PL),110,Customer-California,,,청구서검증,해당없음,
90000092,C001,2022,1,2022-03-04,2022-03-04,03월,121000,Unfinished products,손익계산서(PL),110,Customer-California,,,청구서검증,해당없음,
90000089,C001,2022,1,2022-03-03,2022-03-03,03월,121000,Unfinished products,손익계산서(PL),108.63,customer-Louisiana,,,청구서검증,해당없음,
1800000000,C001,2022,1,2022-01-10,2022-01-10,01월,121000,Unfinished products,손익계산서(PL),1100,CDA_Test_99,,,고객청구서,해당없음,
1800000001,C001,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),1100,customer-New York,,,고객청구서,해당없음,
1800000002,C002,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),2200,Customer-Los Angeles,,,고객청구서,해당없음,
1800000000,C002,2022,1,2022-02-04,2022-02-04,02월,121000,Unfinished products,손익계산서(PL),1000,Customer-Los Angeles,,,고객청구서,해당없음,
1800000001,C002,2022,1,2022-02-17,2022-02-17,02월,121000,Unfinished products,손익계산서(PL),2200,Customer-Los Angeles,,,고객청구서,해당없음,
1800000000,C005,2022,1,2022-02-17,2022-02-15,02월,121000,Unfinished products,손익계산서(PL),10.5,customer-JP-JAPAN,,,고객청구서,해당없음,
90000000,C001,2022,1,2022-01-10,2022-01-10,01월,121000,Unfinished products,손익계산서(PL),11,CDA_Test_99,,,청구서검증,해당없음,
90000001,C001,2022,1,2022-01-10,2022-01-10,01월,121000,Unfinished products,손익계산서(PL),11,CDA_Test_99,,,청구서검증,해당없음,
90000002,C001,2022,1,2022-01-10,2022-01-10,01월,121000,Unfinished products,손익계산서(PL),11,CDA_Test_99,,,청구서검증,해당없음,
90000003,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),22,Customer-California,,,청구서검증,해당없음,
90000004,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),22,Customer-California,,,청구서검증,해당없음,
90000005,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),4.4,Customer-Georgia,,,청구서검증,해당없음,
90000006,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),4.4,Customer-Georgia,,,청구서검증,해당없음,
90000007,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),400,Customer-Elec,,,청구서검증,해당없음,
90000008,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),500,Customer-Elec,,,청구서검증,해당없음,
90000009,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),44,Customer-Atlanta,,,청구서검증,해당없음,
90000011,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),92.4,Customer-Atlanta,,,청구서검증,해당없음,
90000013,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),26.4,Customer-Chicago,,,청구서검증,해당없음,
90000015,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),28.6,Customer-Chicago,,,청구서검증,해당없음,
90000017,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),1683,Customer-Elec-Credit,,,청구서검증,해당없음,
90000019,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),1969,Customer-Elec-Credit,,,청구서검증,해당없음,
90000021,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),88,Customer-New Orleans,,,청구서검증,해당없음,
90000022,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),22,Customer-New Orleans,,,청구서검증,해당없음,
90000023,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),46.2,Customer-New Orleans,,,청구서검증,해당없음,
90000024,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),13.2,Customer-New Orleans,,,청구서검증,해당없음,
90000025,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),26.4,Customer-Boston,,,청구서검증,해당없음,
90000026,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),4.4,Customer-Boston,,,청구서검증,해당없음,
90000027,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),28.6,Customer-Boston,,,청구서검증,해당없음,
90000028,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),15.4,Customer-Boston,,,청구서검증,해당없음,
90000029,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),1826,Customer-Elec-Debit,,,청구서검증,해당없음,
90000030,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),242,Customer-Elec-Debit,,,청구서검증,해당없음,
90000031,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),88,Customer-Manchester,,,청구서검증,해당없음,
90000033,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),92.4,Customer-Manchester,,,청구서검증,해당없음,
90000035,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),55,Customer-Newark,,,청구서검증,해당없음,
90000037,C001,2022,1,2022-01-11,2022-01-11,01월,121000,Unfinished products,손익계산서(PL),3652,Customer-Elec-Return,,,청구서검증,해당없음,
90000039,C001,2022,1,2022-01-12,2022-01-12,01월,121000,Unfinished products,손익계산서(PL),44,Customer-New Orleans,,,청구서검증,해당없음,
90000040,C001,2022,1,2022-01-16,2022-01-16,01월,121000,Unfinished products,손익계산서(PL),88,Customer-California,,,청구서검증,역분개,100000001
90000041,C001,2022,1,2022-01-16,2022-01-16,01월,121000,Unfinished products,손익계산서(PL),26.4,Customer-Florida,,,청구서검증,역분개,100000002
90000042,C001,2022,1,2022-01-16,2022-01-16,01월,121000,Unfinished products,손익계산서(PL),3652,Customer-Georgia,,,청구서검증,역분개,100000003
90000043,C001,2022,1,2022-01-16,2022-01-16,01월,121000,Unfinished products,손익계산서(PL),92.4,Customer-California,,,청구서검증,해당없음,
90000044,C001,2022,1,2022-01-16,2022-01-16,01월,121000,Unfinished products,손익계산서(PL),22,Customer-Florida,,,청구서검증,해당없음,
90000045,C001,2022,1,2022-01-16,2022-01-16,01월,121000,Unfinished products,손익계산서(PL),3564,Customer-Georgia,,,청구서검증,해당없음,
90000047,C001,2022,1,2022-01-18,2022-01-18,01월,121000,Unfinished products,손익계산서(PL),4.4,Customer-Florida,,,청구서검증,해당없음,
90000049,C001,2022,1,2022-01-18,2022-01-18,01월,121000,Unfinished products,손익계산서(PL),99,Customer-Georgia,,,청구서검증,해당없음,
90000050,C001,2022,1,2022-01-17,2022-01-17,01월,121000,Unfinished products,손익계산서(PL),88,Customer-Indiana,,,청구서검증,해당없음,
90000051,C001,2022,1,2022-01-17,2022-01-17,01월,121000,Unfinished products,손익계산서(PL),44,Customer-Indiana,,,청구서검증,해당없음,
90000052,C001,2022,1,2022-01-17,2022-01-17,01월,121000,Unfinished products,손익계산서(PL),52.8,Customer-Las Vegas,,,청구서검증,해당없음,
90000053,C001,2022,1,2022-01-17,2022-01-17,01월,121000,Unfinished products,손익계산서(PL),176,Customer-Las Vegas,,,청구서검증,해당없음,
90000054,C001,2022,1,2022-01-18,2022-01-18,01월,121000,Unfinished products,손익계산서(PL),176,Customer-California,,,청구서검증,해당없음,
90000055,C001,2022,1,2022-01-23,2022-01-23,01월,121000,Unfinished products,손익계산서(PL),330,customer-Louisiana,,,청구서검증,해당없음,
90000056,C001,2022,1,2022-01-23,2022-01-23,01월,121000,Unfinished products,손익계산서(PL),396,customer-Louisiana,,,청구서검증,해당없음,
90000057,C001,2022,1,2022-01-23,2022-01-23,01월,121000,Unfinished products,손익계산서(PL),1980,customer-Louisiana,,,청구서검증,해당없음,
90000058,C001,2022,1,2022-01-23,2022-01-23,01월,121000,Unfinished products,손익계산서(PL),3938,Customer-Las Vegas,,,청구서검증,해당없음,
90000059,C001,2022,1,2022-01-24,2022-01-24,01월,121000,Unfinished products,손익계산서(PL),660,customer-Louisiana,,,청구서검증,해당없음,
90000060,C001,2022,1,2022-01-24,2022-01-24,01월,121000,Unfinished products,손익계산서(PL),14052.5,Customer-Elec,,,청구서검증,해당없음,
90000000,C002,2022,1,2022-01-17,2022-01-17,01월,121000,Unfinished products,손익계산서(PL),88,Customer-Los Angeles,,,청구서검증,해당없음,
90000001,C002,2022,1,2022-01-17,2022-01-17,01월,121000,Unfinished products,손익계산서(PL),52.8,US01 I/C Customer,,,청구서검증,해당없음,
90000002,C002,2022,1,2022-01-17,2022-01-17,01월,121000,Unfinished products,손익계산서(PL),66,US01 I/C Customer,,,청구서검증,해당없음,
90000000,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),2265,Customer-Fredericton,,,청구서검증,해당없음,
90000001,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),2265,Customer-Fredericton,,,청구서검증,해당없음,
90000002,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),990,Customer-Fredericton,,,청구서검증,해당없음,
90000003,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),16500,Customer-Fredericton,,,청구서검증,해당없음,
90000004,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),2265,customer-CA- Alberta,,,청구서검증,역분개,100000003
90000005,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),2370,customer-CA- Alberta,,,청구서검증,해당없음,
90000007,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),1200,customer-CA- Alberta,,,청구서검증,해당없음,
90000009,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),18000,customer-CA- Alberta,,,청구서검증,해당없음,
90000011,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),1995,customer-CA-British Columbia,,,청구서검증,해당없음,
90000012,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),270,customer-CA-British Columbia,,,청구서검증,해당없음,
90000013,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),750,customer-CA-British Columbia,,,청구서검증,해당없음,
90000014,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),240,customer-CA-British Columbia,,,청구서검증,해당없음,
90000015,C003,2022,1,2022-01-25,2022-01-25,01월,121000,Unfinished products,손익계산서(PL),15000,customer-CA-British Columbia,,,청구서검증,해당없음,
